Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,Sinovac 4th dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,BioNTech 4th dose
2021-5-17,12月19日,M,40,5,0,0,194,214,0,0
2021-5-17,20-29,F,239,82,0,0,792,1445,0,0
2021-5-17,20-29,M,270,139,0,0,761,1870,0,0
2021-5-17,30-39,F,512,420,0,0,1148,1353,0,0
2021-5-17,30-39,M,315,328,0,0,792,1095,0,0
2021-5-17,40-49,F,759,866,0,0,1131,1326,0,0
2021-5-17,40-49,M,431,476,0,0,791,1158,0,0
2021-5-17,50-59,F,603,812,0,0,769,957,0,0
2021-5-17,50-59,M,510,631,0,0,639,940,0,0
2021-5-17,60-69,F,261,317,0,0,349,468,0,0
2021-5-17,60-69,M,290,399,0,0,306,547,0,0
2021-5-17,70-79,F,72,83,0,0,97,164,0,0
2021-5-17,70-79,M,93,131,0,0,94,181,0,0
2021-5-17,80 and above,F,16,27,0,0,18,33,0,0
2021-5-17,80 and above,M,12,29,0,0,24,28,0,0
2021-5-18,12月19日,F,49,3,0,0,164,123,0,0
2021-5-18,12月19日,M,59,9,0,0,180,141,0,0
2021-5-18,20-29,F,285,94,0,0,777,851,0,0
2021-5-18,20-29,M,348,115,0,0,661,862,0,0
2021-5-18,30-39,F,563,449,0,0,1188,1056,0,0
2021-5-18,30-39,M,418,263,0,0,775,808,0,0
2021-5-18,40-49,F,839,818,0,0,1249,1170,0,0
2021-5-18,40-49,M,562,403,0,0,770,808,0,0
2021-5-18,50-59,F,699,727,0,0,778,859,0,0
2021-5-18,50-59,M,587,603,0,0,629,689,0,0
2021-5-18,60-69,F,280,256,0,0,313,395,0,0
2021-5-18,60-69,M,342,406,0,0,259,411,0,0
2021-5-18,70-79,F,89,83,0,0,69,101,0,0
2021-5-18,70-79,M,99,137,0,0,88,136,0,0
2021-5-18,80 and above,F,17,17,0,0,16,16,0,0
2021-5-18,80 and above,M,21,24,0,0,17,18,0,0
2021-5-19,12月19日,F,27,4,0,0,168,101,0,0
2021-5-19,12月19日,M,41,1,0,0,193,117,0,0
2021-5-19,20-29,F,187,40,0,0,653,589,0,0
2021-5-19,20-29,M,260,66,0,0,568,690,0,0
2021-5-19,30-39,F,257,165,0,0,848,681,0,0
2021-5-19,30-39,M,276,119,0,0,614,462,0,0
2021-5-19,40-49,F,407,391,0,0,832,801,0,0
2021-5-19,40-49,M,339,203,0,0,582,474,0,0
2021-5-19,50-59,F,330,264,0,0,529,538,0,0
2021-5-19,50-59,M,335,278,0,0,443,399,0,0
2021-5-19,60-69,F,93,111,0,0,217,252,0,0
2021-5-19,60-69,M,123,148,0,0,211,276,0,0
2021-5-19,70-79,F,31,33,0,0,50,58,0,0
2021-5-19,70-79,M,33,49,0,0,66,74,0,0
2021-5-19,80 and above,F,5,6,0,0,8,16,0,0
2021-5-19,80 and above,M,7,6,0,0,10,12,0,0
2021-5-20,12月19日,F,32,1,0,0,197,130,0,0
2021-5-20,12月19日,M,43,7,0,0,203,128,0,0
2021-5-20,20-29,F,178,91,0,0,608,887,0,0
2021-5-20,20-29,M,262,115,0,0,664,952,0,0
2021-5-20,30-39,F,378,524,0,0,869,1062,0,0
2021-5-20,30-39,M,310,286,0,0,693,759,0,0
2021-5-20,40-49,F,672,855,0,0,891,1137,0,0
2021-5-20,40-49,M,418,415,0,0,638,861,0,0
2021-5-20,50-59,F,570,757,0,0,617,754,0,0
2021-5-20,50-59,M,488,650,0,0,536,672,0,0
2021-5-20,60-69,F,236,363,0,0,292,318,0,0
2021-5-20,60-69,M,275,395,0,0,309,399,0,0
2021-5-20,70-79,F,78,96,0,0,67,77,0,0
2021-5-20,70-79,M,88,164,0,0,82,85,0,0
2021-5-20,80 and above,F,16,23,0,0,16,21,0,0
2021-5-20,80 and above,M,17,26,0,0,12,18,0,0
2021-5-21,12月19日,F,43,5,0,0,218,185,0,0
2021-5-21,12月19日,M,36,15,0,0,229,179,0,0
2021-5-21,20-29,F,272,140,0,0,777,1141,0,0
2021-5-21,20-29,M,293,195,0,0,738,1101,0,0
2021-5-21,30-39,F,538,507,0,0,1287,1837,0,0
2021-5-21,30-39,M,368,267,0,0,931,1127,0,0
2021-5-21,40-49,F,831,890,0,0,1434,1969,0,0
2021-5-21,40-49,M,498,413,0,0,830,1210,0,0
2021-5-21,50-59,F,715,788,0,0,956,1190,0,0
2021-5-21,50-59,M,610,570,0,0,672,958,0,0
2021-5-21,60-69,F,326,325,0,0,343,490,0,0
2021-5-21,60-69,M,361,361,0,0,310,434,0,0
2021-5-21,70-79,F,73,93,0,0,72,112,0,0
2021-5-21,70-79,M,99,117,0,0,87,138,0,0
2021-5-21,80 and above,F,13,22,0,0,6,12,0,0
2021-5-21,80 and above,M,25,26,0,0,19,17,0,0
2021-5-22,0-11,F,0,0,0,0,1,0,0,0
2021-5-22,0-11,M,0,0,0,0,3,0,0,0
2021-5-22,12月19日,F,35,20,0,0,280,295,0,0
2021-5-22,12月19日,M,61,36,0,0,304,345,0,0
2021-5-22,20-29,F,305,443,0,0,1042,1726,0,0
2021-5-22,20-29,M,389,515,0,0,861,1793,0,0
2021-5-22,30-39,F,511,454,0,0,1755,2252,0,0
2021-5-22,30-39,M,449,347,0,0,1067,1540,0,0
2021-5-22,40-49,F,813,721,0,0,1703,2335,0,0
2021-5-22,40-49,M,589,500,0,0,1053,1599,0,0
2021-5-22,50-59,F,609,587,0,0,1070,1498,0,0
2021-5-22,50-59,M,641,564,0,0,849,1278,0,0
2021-5-22,60-69,F,225,209,0,0,334,490,0,0
2021-5-22,60-69,M,320,264,0,0,294,519,0,0
2021-5-22,70-79,F,40,61,0,0,64,114,0,0
2021-5-22,70-79,M,71,81,0,0,68,131,0,0
2021-5-22,80 and above,F,19,18,0,0,9,22,0,0
2021-5-22,80 and above,M,10,14,0,0,13,22,0,0
2021-5-23,12月19日,F,36,28,0,0,186,195,0,0
2021-5-23,12月19日,M,51,30,0,0,215,237,0,0
2021-5-23,20-29,F,223,397,0,0,755,1503,0,0
2021-5-23,20-29,M,369,477,0,0,801,1456,0,0
2021-5-23,30-39,F,342,358,0,0,1159,2193,0,0
2021-5-23,30-39,M,427,368,0,0,880,1277,0,0
2021-5-23,40-49,F,551,524,0,0,1066,2088,0,0
2021-5-23,40-49,M,568,503,0,0,829,1248,0,0
2021-5-23,50-59,F,413,379,0,0,605,989,0,0
2021-5-23,50-59,M,600,559,0,0,736,1007,0,0
2021-5-23,60-69,F,102,87,0,0,211,344,0,0
2021-5-23,60-69,M,226,151,0,0,269,390,0,0
2021-5-23,70-79,F,18,22,0,0,53,67,0,0
2021-5-23,70-79,M,32,40,0,0,62,66,0,0
2021-5-23,80 and above,F,4,4,0,0,9,19,0,0
2021-5-23,80 and above,M,2,5,0,0,7,17,0,0
2021-5-24,12月19日,F,65,14,0,0,181,120,0,0
2021-5-24,12月19日,M,56,28,0,0,162,122,0,0
2021-5-24,20-29,F,272,323,0,0,625,1134,0,0
2021-5-24,20-29,M,345,353,0,0,759,1230,0,0
2021-5-24,30-39,F,615,415,0,0,778,1747,0,0
2021-5-24,30-39,M,418,266,0,0,806,1243,0,0
2021-5-24,40-49,F,1038,643,0,0,743,1680,0,0
2021-5-24,40-49,M,547,371,0,0,686,1193,0,0
2021-5-24,50-59,F,804,583,0,0,553,965,0,0
2021-5-24,50-59,M,740,508,0,0,584,924,0,0
2021-5-24,60-69,F,351,232,0,0,288,435,0,0
2021-5-24,60-69,M,411,297,0,0,326,454,0,0
2021-5-24,70-79,F,95,67,0,0,90,104,0,0
2021-5-24,70-79,M,165,99,0,0,84,114,0,0
2021-5-24,80 and above,F,23,10,0,0,9,11,0,0
2021-5-24,80 and above,M,21,19,0,0,8,28,0,0
2021-5-25,12月19日,F,35,11,0,0,145,91,0,0
2021-5-25,12月19日,M,53,16,0,0,153,126,0,0
2021-5-25,20-29,F,247,292,0,0,475,938,0,0
2021-5-25,20-29,M,326,300,0,0,522,809,0,0
2021-5-25,30-39,F,559,412,0,0,624,1766,0,0
2021-5-25,30-39,M,413,250,0,0,571,923,0,0
2021-5-25,40-49,F,998,724,0,0,584,1772,0,0
2021-5-25,40-49,M,590,361,0,0,513,850,0,0
2021-5-25,50-59,F,775,548,0,0,488,1022,0,0
2021-5-25,50-59,M,778,447,0,0,437,701,0,0
2021-5-25,60-69,F,362,206,0,0,241,380,0,0
2021-5-25,60-69,M,504,259,0,0,243,342,0,0
2021-5-25,70-79,F,101,68,0,0,67,89,0,0
2021-5-25,70-79,M,155,84,0,0,81,92,0,0
2021-5-25,80 and above,F,23,13,0,0,16,17,0,0
2021-5-25,80 and above,M,28,12,0,0,13,20,0,0
2021-5-26,12月19日,F,42,14,0,0,142,88,0,0
2021-5-26,12月19日,M,56,13,0,0,144,111,0,0
2021-5-26,20-29,F,232,254,0,0,522,794,0,0
2021-5-26,20-29,M,338,250,0,0,627,686,0,0
2021-5-26,30-39,F,525,378,0,0,564,1593,0,0
2021-5-26,30-39,M,437,256,0,0,581,754,0,0
2021-5-26,40-49,F,891,720,0,0,675,1521,0,0
2021-5-26,40-49,M,533,382,0,0,497,738,0,0
2021-5-26,50-59,F,845,580,0,0,529,931,1,0
2021-5-26,50-59,M,752,497,0,0,464,665,0,0
2021-5-26,60-69,F,363,211,0,0,239,357,0,0
2021-5-26,60-69,M,479,303,0,0,282,371,0,0
2021-5-26,70-79,F,131,69,0,0,65,80,0,0
2021-5-26,70-79,M,138,93,0,0,60,106,0,0
2021-5-26,80 and above,F,15,11,0,0,10,12,0,0
2021-5-26,80 and above,M,25,13,0,0,8,16,0,0
2021-5-27,12月19日,F,36,21,0,0,158,107,0,0
2021-5-27,12月19日,M,59,22,0,0,134,99,0,0
2021-5-27,20-29,F,300,237,0,0,564,809,0,0
2021-5-27,20-29,M,316,280,0,0,716,702,0,0
2021-5-27,30-39,F,640,366,0,0,683,1660,0,0
2021-5-27,30-39,M,428,257,0,0,734,813,0,0
2021-5-27,40-49,F,1064,719,0,0,717,1620,0,0
2021-5-27,40-49,M,600,388,0,0,692,847,0,0
2021-5-27,50-59,F,957,705,0,0,598,899,0,0
2021-5-27,50-59,M,765,556,0,0,569,620,0,0
2021-5-27,60-69,F,391,257,0,0,258,348,0,0
2021-5-27,60-69,M,529,308,0,0,291,364,0,0
2021-5-27,70-79,F,127,61,0,0,73,70,0,0
2021-5-27,70-79,M,179,87,0,0,106,100,0,0
2021-5-27,80 and above,F,31,14,0,0,10,12,0,0
2021-5-27,80 and above,M,33,16,0,0,15,7,0,0
2021-5-28,12月19日,F,35,25,0,0,221,151,0,0
2021-5-28,12月19日,M,44,33,0,0,246,175,0,0
2021-5-28,20-29,F,333,390,0,0,753,1150,0,0
2021-5-28,20-29,M,406,375,0,0,805,868,0,0
2021-5-28,30-39,F,802,590,0,0,1193,2410,0,0
2021-5-28,30-39,M,508,373,0,0,1036,1064,0,0
2021-5-28,40-49,F,1292,1059,0,0,1315,2386,0,0
2021-5-28,40-49,M,767,547,0,0,918,1175,0,0
2021-5-28,50-59,F,1174,952,0,0,1025,1344,0,0
2021-5-28,50-59,M,971,718,0,0,851,935,0,0
2021-5-28,60-69,F,496,342,0,0,411,441,0,0
2021-5-28,60-69,M,532,409,0,0,444,389,0,0
2021-5-28,70-79,F,123,87,0,0,96,94,0,0
2021-5-28,70-79,M,163,116,0,0,121,116,0,0
2021-5-28,80 and above,F,28,18,0,0,29,21,0,0
2021-5-28,80 and above,M,36,22,0,0,25,24,0,0
2021-5-29,0-11,F,0,0,0,0,0,1,0,0
2021-5-29,0-11,M,0,0,0,0,2,0,0,0
2021-5-29,12月19日,F,56,27,0,0,356,226,0,0
2021-5-29,12月19日,M,65,38,0,0,342,238,0,0
2021-5-29,20-29,F,514,517,0,0,1195,1573,0,0
2021-5-29,20-29,M,566,462,0,0,1225,1157,0,0
2021-5-29,30-39,F,1174,479,0,0,1540,3138,0,0
2021-5-29,30-39,M,732,394,0,0,1382,1310,0,0
2021-5-29,40-49,F,1728,762,0,0,1671,2752,0,0
2021-5-29,40-49,M,1033,508,0,0,1361,1285,0,0
2021-5-29,50-59,F,1297,599,0,0,1263,1435,0,0
2021-5-29,50-59,M,1103,572,0,0,1210,1032,0,0
2021-5-29,60-69,F,511,163,0,0,467,466,0,0
2021-5-29,60-69,M,558,235,0,0,545,397,0,0
2021-5-29,70-79,F,117,40,0,0,105,93,0,0
2021-5-29,70-79,M,123,48,0,0,139,85,0,0
2021-5-29,80 and above,F,23,10,0,0,18,20,0,0
2021-5-29,80 and above,M,16,7,0,0,19,16,0,0
2021-5-30,0-11,F,2,0,0,0,0,0,0,0
2021-5-30,0-11,M,2,0,0,0,0,0,0,0
2021-5-30,12月19日,F,54,21,0,0,270,161,0,0
2021-5-30,12月19日,M,73,39,0,0,278,176,0,0
2021-5-30,20-29,F,400,403,0,0,988,1392,0,0
2021-5-30,20-29,M,595,517,0,0,1057,903,0,0
2021-5-30,30-39,F,776,581,0,0,1147,3181,1,0
2021-5-30,30-39,M,731,553,0,0,1167,976,0,0
2021-5-30,40-49,F,1116,786,0,0,1143,2482,0,0
2021-5-30,40-49,M,1016,733,0,0,1074,996,0,0
2021-5-30,50-59,F,803,520,0,0,798,1016,0,0
2021-5-30,50-59,M,1027,709,0,0,923,787,0,0
2021-5-30,60-69,F,272,112,0,0,301,251,0,0
2021-5-30,60-69,M,397,215,0,0,401,305,0,0
2021-5-30,70-79,F,48,26,0,0,88,61,0,0
2021-5-30,70-79,M,65,32,0,0,89,58,0,0
2021-5-30,80 and above,F,10,8,0,0,19,4,0,0
2021-5-30,80 and above,M,11,8,0,0,11,11,0,0
2021-5-31,12月19日,F,63,19,0,0,219,140,0,0
2021-5-31,12月19日,M,74,24,0,0,268,149,0,0
2021-5-31,20-29,F,391,351,0,0,887,894,0,0
2021-5-31,20-29,M,467,343,0,0,1077,842,0,0
2021-5-31,30-39,F,1027,769,0,0,1123,1657,0,0
2021-5-31,30-39,M,641,434,0,0,1227,1050,0,0
2021-5-31,40-49,F,1734,1109,0,0,1204,1602,0,0
2021-5-31,40-49,M,904,564,0,0,1050,977,0,0
2021-5-31,50-59,F,1441,889,0,0,951,929,0,0
2021-5-31,50-59,M,1144,769,0,0,893,832,0,0
2021-5-31,60-69,F,705,300,0,0,494,422,0,0
2021-5-31,60-69,M,750,407,0,0,508,368,0,0
2021-5-31,70-79,F,209,88,0,0,136,119,0,0
2021-5-31,70-79,M,227,96,0,0,168,133,0,0
2021-5-31,80 and above,F,33,22,0,0,20,17,0,0
2021-5-31,80 and above,M,45,27,0,0,26,21,0,0
2021-6-1,12月19日,F,60,16,0,0,187,106,0,0
2021-6-1,12月19日,M,65,23,0,0,254,127,0,0
2021-6-1,20-29,F,478,300,0,0,747,737,0,0
2021-6-1,20-29,M,502,322,0,0,874,601,0,0
2021-6-1,30-39,F,1255,669,0,0,855,1354,0,0
2021-6-1,30-39,M,746,358,0,0,915,712,0,0
2021-6-1,40-49,F,1902,1068,0,0,970,1397,0,0
2021-6-1,40-49,M,1034,533,0,0,835,704,0,0
2021-6-1,50-59,F,1621,795,0,0,869,873,0,0
2021-6-1,50-59,M,1228,642,0,0,790,580,0,0
2021-6-1,60-69,F,789,270,0,0,478,365,0,0
2021-6-1,60-69,M,905,391,0,0,516,344,0,0
2021-6-1,70-79,F,227,76,0,0,145,79,0,0
2021-6-1,70-79,M,286,115,0,0,161,85,0,0
2021-6-1,80 and above,F,40,14,0,0,15,17,0,0
2021-6-1,80 and above,M,72,20,0,0,28,22,0,0
2021-6-2,0-11,M,1,0,0,0,0,0,0,0
2021-6-2,12月19日,F,70,22,0,0,213,118,0,0
2021-6-2,12月19日,M,59,29,0,0,213,99,0,0
2021-6-2,20-29,F,466,274,0,0,754,672,0,0
2021-6-2,20-29,M,470,231,0,0,874,544,0,0
2021-6-2,30-39,F,1202,624,0,0,836,1219,0,0
2021-6-2,30-39,M,708,336,0,0,830,666,0,0
2021-6-2,40-49,F,1914,1065,0,0,941,1193,0,0
2021-6-2,40-49,M,975,498,0,0,876,626,0,0
2021-6-2,50-59,F,1730,789,0,0,911,714,0,0
2021-6-2,50-59,M,1288,661,0,0,753,562,0,0
2021-6-2,60-69,F,828,301,0,0,451,317,0,0
2021-6-2,60-69,M,968,404,0,0,496,303,0,0
2021-6-2,70-79,F,249,89,0,0,128,93,0,0
2021-6-2,70-79,M,310,84,0,0,137,94,0,0
2021-6-2,80 and above,F,46,19,0,0,19,19,0,0
2021-6-2,80 and above,M,63,20,0,0,20,16,0,0
2021-6-3,12月19日,F,68,12,0,0,262,93,0,0
2021-6-3,12月19日,M,78,18,0,0,249,104,0,0
2021-6-3,20-29,F,491,280,0,0,911,686,0,0
2021-6-3,20-29,M,508,235,0,0,1106,542,0,0
2021-6-3,30-39,F,1118,571,0,0,1264,1190,0,0
2021-6-3,30-39,M,736,284,0,0,1193,702,0,0
2021-6-3,40-49,F,1930,998,0,0,1300,1199,0,0
2021-6-3,40-49,M,1084,458,0,0,1229,682,0,0
2021-6-3,50-59,F,1922,782,0,0,1158,735,0,0
2021-6-3,50-59,M,1462,570,0,0,1091,517,1,0
2021-6-3,60-69,F,977,294,0,0,642,332,0,0
2021-6-3,60-69,M,1150,336,0,0,751,294,0,0
2021-6-3,70-79,F,246,77,0,0,163,81,0,0
2021-6-3,70-79,M,342,120,0,0,229,74,0,0
2021-6-3,80 and above,F,52,20,0,0,37,21,0,0
2021-6-3,80 and above,M,74,30,0,0,39,18,0,0
2021-6-4,12月19日,F,77,22,0,0,301,168,0,0
2021-6-4,12月19日,M,102,29,0,0,319,195,0,0
2021-6-4,20-29,F,538,336,0,0,1280,1041,0,0
2021-6-4,20-29,M,503,245,0,0,1263,694,0,0
2021-6-4,30-39,F,1294,656,0,0,1927,1827,0,0
2021-6-4,30-39,M,781,326,0,0,1699,926,0,0
2021-6-4,40-49,F,2172,983,0,0,2223,1987,0,0
2021-6-4,40-49,M,1146,444,0,0,1642,940,0,0
2021-6-4,50-59,F,2044,814,0,0,1770,1072,0,0
2021-6-4,50-59,M,1600,603,0,0,1454,761,0,0
2021-6-4,60-69,F,965,309,0,0,864,387,0,0
2021-6-4,60-69,M,1101,349,0,0,831,308,0,0
2021-6-4,70-79,F,294,77,0,0,204,70,0,0
2021-6-4,70-79,M,357,89,0,0,220,87,0,0
2021-6-4,80 and above,F,43,14,0,0,23,18,0,0
2021-6-4,80 and above,M,66,18,0,0,41,12,0,0
2021-6-5,0-11,F,0,0,0,0,0,3,0,0
2021-6-5,0-11,M,0,0,0,0,0,2,0,0
2021-6-5,12月19日,F,94,27,0,0,408,299,0,0
2021-6-5,12月19日,M,88,52,0,0,458,275,0,0
2021-6-5,20-29,F,552,452,0,0,1666,1500,0,0
2021-6-5,20-29,M,630,415,0,0,1719,1040,0,0
2021-6-5,30-39,F,1121,699,0,0,2311,2636,0,0
2021-6-5,30-39,M,937,419,0,0,2179,1110,0,0
2021-6-5,40-49,F,1842,1001,0,0,2429,2325,0,0
2021-6-5,40-49,M,1252,545,0,0,2132,1126,0,0
2021-6-5,50-59,F,1705,687,0,0,1951,1326,0,0
2021-6-5,50-59,M,1549,615,0,0,1912,934,0,0
2021-6-5,60-69,F,767,214,0,0,879,371,0,0
2021-6-5,60-69,M,899,271,0,0,1019,352,0,0
2021-6-5,70-79,F,196,48,0,0,212,93,0,0
2021-6-5,70-79,M,209,74,0,0,213,94,0,0
2021-6-5,80 and above,F,31,6,0,0,35,14,0,0
2021-6-5,80 and above,M,37,11,0,0,32,16,0,0
2021-6-6,0-11,F,1,0,0,0,0,0,0,0
2021-6-6,0-11,M,2,0,0,0,0,0,0,0
2021-6-6,12月19日,F,82,25,0,0,324,192,0,0
2021-6-6,12月19日,M,89,29,0,0,373,225,0,0
2021-6-6,20-29,F,456,279,0,0,1332,1150,0,0
2021-6-6,20-29,M,654,382,0,0,1580,857,0,0
2021-6-6,30-39,F,830,538,0,0,1935,2250,0,0
2021-6-6,30-39,M,893,404,0,0,1877,952,0,0
2021-6-6,40-49,F,1269,697,0,0,1756,1849,0,0
2021-6-6,40-49,M,1263,565,0,0,1742,893,0,0
2021-6-6,50-59,F,1057,360,0,0,1268,909,0,0
2021-6-6,50-59,M,1421,516,0,0,1429,714,0,0
2021-6-6,60-69,F,376,93,0,0,565,254,0,0
2021-6-6,60-69,M,640,198,0,0,776,270,0,0
2021-6-6,70-79,F,92,23,0,0,152,50,0,0
2021-6-6,70-79,M,96,14,0,0,156,64,0,0
2021-6-6,80 and above,F,12,4,0,0,21,9,0,0
2021-6-6,80 and above,M,10,6,0,0,25,12,0,0
2021-6-7,12月19日,F,85,22,0,0,298,161,0,0
2021-6-7,12月19日,M,95,23,0,0,326,185,0,0
2021-6-7,20-29,F,548,264,0,0,1193,738,0,0
2021-6-7,20-29,M,576,262,0,0,1504,730,0,0
2021-6-7,30-39,F,1264,522,0,0,1619,1129,0,0
2021-6-7,30-39,M,813,326,0,0,1762,787,0,0
2021-6-7,40-49,F,2254,972,0,0,1673,1057,0,0
2021-6-7,40-49,M,1286,468,0,0,1617,754,0,0
2021-6-7,50-59,F,2157,700,0,0,1434,710,0,0
2021-6-7,50-59,M,1714,603,0,0,1452,611,0,0
2021-6-7,60-69,F,1175,276,0,0,864,331,0,0
2021-6-7,60-69,M,1307,379,0,0,962,275,0,0
2021-6-7,70-79,F,344,82,0,0,217,103,0,0
2021-6-7,70-79,M,422,91,0,0,254,87,0,0
2021-6-7,80 and above,F,64,16,0,0,35,17,0,0
2021-6-7,80 and above,M,77,14,0,0,42,22,0,0
2021-6-8,12月19日,F,70,18,0,0,255,138,0,0
2021-6-8,12月19日,M,74,20,0,0,267,152,0,0
2021-6-8,20-29,F,510,203,0,0,1004,530,0,0
2021-6-8,20-29,M,483,204,0,0,1168,516,0,0
2021-6-8,30-39,F,1259,444,0,0,1379,803,0,0
2021-6-8,30-39,M,744,288,0,0,1364,561,0,0
2021-6-8,40-49,F,2200,781,0,0,1461,904,0,0
2021-6-8,40-49,M,1259,371,0,0,1126,551,0,0
2021-6-8,50-59,F,2225,620,0,0,1300,513,0,0
2021-6-8,50-59,M,1656,520,0,0,1096,463,0,0
2021-6-8,60-69,F,1197,254,0,0,765,278,0,0
2021-6-8,60-69,M,1324,303,0,0,767,245,0,0
2021-6-8,70-79,F,361,77,0,0,183,67,0,0
2021-6-8,70-79,M,457,94,0,0,232,89,0,0
2021-6-8,80 and above,F,68,8,0,0,38,14,0,0
2021-6-8,80 and above,M,83,19,0,0,41,16,0,0
2021-6-9,12月19日,F,75,29,0,0,241,134,0,0
2021-6-9,12月19日,M,76,24,0,0,290,119,0,0
2021-6-9,20-29,F,456,186,0,0,905,496,0,0
2021-6-9,20-29,M,449,199,0,0,1015,396,0,0
2021-6-9,30-39,F,1280,424,0,0,1309,650,0,0
2021-6-9,30-39,M,750,243,0,0,1233,423,0,0
2021-6-9,40-49,F,2089,721,0,0,1448,717,0,0
2021-6-9,40-49,M,1193,344,0,0,1114,426,0,0
2021-6-9,50-59,F,2049,537,0,0,1217,445,0,0
2021-6-9,50-59,M,1602,425,0,0,982,376,0,0
2021-6-9,60-69,F,1100,205,0,0,611,199,0,0
2021-6-9,60-69,M,1129,245,0,0,623,175,0,0
2021-6-9,70-79,F,306,63,0,0,162,36,0,0
2021-6-9,70-79,M,409,72,0,0,175,54,0,0
2021-6-9,80 and above,F,50,10,0,0,29,8,0,0
2021-6-9,80 and above,M,76,9,0,0,23,10,0,0
2021-6-10,12月19日,F,64,22,0,0,285,145,0,0
2021-6-10,12月19日,M,85,21,0,0,300,160,0,0
2021-6-10,20-29,F,499,217,0,0,1206,578,0,0
2021-6-10,20-29,M,480,191,0,0,1285,585,0,0
2021-6-10,30-39,F,1275,446,0,0,1692,921,0,0
2021-6-10,30-39,M,808,218,0,0,1592,678,0,0
2021-6-10,40-49,F,2204,681,0,0,1723,933,0,0
2021-6-10,40-49,M,1193,306,0,0,1411,612,0,0
2021-6-10,50-59,F,2281,519,0,0,1542,593,0,0
2021-6-10,50-59,M,1728,396,0,0,1234,541,0,0
2021-6-10,60-69,F,1183,192,0,0,698,280,0,0
2021-6-10,60-69,M,1240,272,0,0,712,287,0,0
2021-6-10,70-79,F,317,53,0,0,194,73,0,0
2021-6-10,70-79,M,418,79,0,0,205,82,0,0
2021-6-10,80 and above,F,79,20,0,0,34,17,0,0
2021-6-10,80 and above,M,79,16,0,0,38,14,0,0
2021-6-11,12月19日,F,87,41,0,0,405,213,0,0
2021-6-11,12月19日,M,87,39,0,0,326,217,0,0
2021-6-11,20-29,F,555,339,0,0,1406,920,0,0
2021-6-11,20-29,M,527,242,0,0,1359,768,0,0
2021-6-11,30-39,F,1515,477,0,0,2408,1668,0,0
2021-6-11,30-39,M,803,236,0,0,1974,1022,0,0
2021-6-11,40-49,F,2716,820,0,0,2848,1828,0,0
2021-6-11,40-49,M,1411,383,0,0,1953,982,0,0
2021-6-11,50-59,F,2841,646,0,0,2312,1214,0,0
2021-6-11,50-59,M,1972,485,0,0,1617,777,0,0
2021-6-11,60-69,F,1445,266,0,0,1064,416,0,0
2021-6-11,60-69,M,1422,258,0,0,835,379,0,0
2021-6-11,70-79,F,397,77,0,0,205,79,0,0
2021-6-11,70-79,M,481,79,0,0,232,101,0,0
2021-6-11,80 and above,F,49,10,0,0,38,8,0,0
2021-6-11,80 and above,M,65,16,0,0,53,20,0,0
2021-6-12,0-11,F,0,0,0,0,0,2,0,0
2021-6-12,0-11,M,0,0,0,0,1,3,0,0
2021-6-12,12月19日,F,75,48,0,0,436,317,0,0
2021-6-12,12月19日,M,75,42,0,0,399,342,0,0
2021-6-12,20-29,F,567,378,0,0,1841,1307,0,0
2021-6-12,20-29,M,606,372,0,0,1683,1116,0,0
2021-6-12,30-39,F,1215,513,0,0,2886,2198,0,0
2021-6-12,30-39,M,945,362,0,0,2242,1241,0,0
2021-6-12,40-49,F,2205,772,0,0,3147,2194,1,0
2021-6-12,40-49,M,1506,463,0,0,2227,1260,0,0
2021-6-12,50-59,F,2363,572,0,0,2479,1360,0,0
2021-6-12,50-59,M,2010,579,0,0,1909,1041,0,0
2021-6-12,60-69,F,1000,195,0,0,1040,419,0,0
2021-6-12,60-69,M,1197,252,0,0,994,349,0,0
2021-6-12,70-79,F,246,62,0,0,200,90,0,0
2021-6-12,70-79,M,293,63,0,0,176,78,0,0
2021-6-12,80 and above,F,39,12,0,0,28,15,0,0
2021-6-12,80 and above,M,47,10,0,0,25,14,0,0
2021-6-13,0-11,F,1,0,0,0,0,0,0,0
2021-6-13,0-11,M,4,0,0,0,0,0,0,0
2021-6-13,12月19日,F,69,37,0,0,393,208,0,0
2021-6-13,12月19日,M,80,26,0,0,403,238,0,0
2021-6-13,20-29,F,469,244,0,0,1571,881,0,0
2021-6-13,20-29,M,663,362,0,0,1682,833,0,0
2021-6-13,30-39,F,911,364,0,0,2691,1424,0,0
2021-6-13,30-39,M,996,350,0,0,2110,943,0,0
2021-6-13,40-49,F,1518,513,0,0,2614,1227,0,0
2021-6-13,40-49,M,1477,488,0,0,2047,935,0,0
2021-6-13,50-59,F,1487,325,0,0,1853,715,0,0
2021-6-13,50-59,M,1747,494,0,0,1760,775,0,0
2021-6-13,60-69,F,463,103,0,0,782,253,0,0
2021-6-13,60-69,M,784,191,0,0,880,284,0,0
2021-6-13,70-79,F,109,18,0,0,149,59,0,0
2021-6-13,70-79,M,129,26,0,0,168,67,0,0
2021-6-13,80 and above,F,18,7,0,0,23,9,0,0
2021-6-13,80 and above,M,11,2,0,0,27,10,0,0
2021-6-14,12月19日,F,61,24,0,0,1229,166,0,0
2021-6-14,12月19日,M,74,21,0,0,1388,145,0,0
