Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,Sinovac 4th dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,BioNTech 4th dose
2021-3-1,12月19日,F,6,0,0,0,0,0,0,0
2021-3-1,12月19日,M,4,0,0,0,0,0,0,0
2021-3-1,20-29,F,32,0,0,0,0,0,0,0
2021-3-1,20-29,M,42,0,0,0,0,0,0,0
2021-3-1,30-39,F,94,0,0,0,0,0,0,0
2021-3-1,30-39,M,171,0,0,0,0,0,0,0
2021-3-1,40-49,F,319,0,0,0,0,0,0,0
2021-3-1,40-49,M,555,0,0,0,0,0,0,0
2021-3-1,50-59,F,302,0,0,0,0,0,0,0
2021-3-1,50-59,M,649,0,0,0,0,0,0,0
2021-3-1,60-69,F,970,0,0,0,0,0,0,0
2021-3-1,60-69,M,2077,0,0,0,0,0,0,0
2021-3-1,70-79,F,343,0,0,0,0,0,0,0
2021-3-1,70-79,M,570,0,0,0,0,0,0,0
2021-3-1,80 and above,F,137,0,0,0,0,0,0,0
2021-3-1,80 and above,M,137,0,0,0,0,0,0,0
2021-3-2,12月19日,F,11,0,0,0,0,0,0,0
2021-3-2,12月19日,M,9,0,0,0,0,0,0,0
2021-3-2,20-29,F,69,0,0,0,0,0,0,0
2021-3-2,20-29,M,56,0,0,0,0,0,0,0
2021-3-2,30-39,F,220,0,0,0,0,0,0,0
2021-3-2,30-39,M,204,0,0,0,0,0,0,0
2021-3-2,40-49,F,570,0,0,0,0,0,0,0
2021-3-2,40-49,M,675,0,0,0,0,0,0,0
2021-3-2,50-59,F,623,0,0,0,0,0,0,0
2021-3-2,50-59,M,894,0,0,0,0,0,0,0
2021-3-2,60-69,F,2549,0,0,0,0,0,0,0
2021-3-2,60-69,M,3659,0,0,0,0,0,0,0
2021-3-2,70-79,F,1094,0,0,0,0,0,0,0
2021-3-2,70-79,M,1601,0,0,0,0,0,0,0
2021-3-2,80 and above,F,403,0,0,0,0,0,0,0
2021-3-2,80 and above,M,434,0,0,0,0,0,0,0
2021-3-3,12月19日,F,11,0,0,0,0,0,0,0
2021-3-3,12月19日,M,11,0,0,0,0,0,0,0
2021-3-3,20-29,F,72,0,0,0,0,0,0,0
2021-3-3,20-29,M,97,0,0,0,0,0,0,0
2021-3-3,30-39,F,255,0,0,0,0,0,0,0
2021-3-3,30-39,M,249,0,0,0,0,0,0,0
2021-3-3,40-49,F,583,1,0,0,0,0,0,0
2021-3-3,40-49,M,692,1,0,0,0,0,0,0
2021-3-3,50-59,F,647,0,0,0,0,0,0,0
2021-3-3,50-59,M,899,0,0,0,0,0,0,0
2021-3-3,60-69,F,2108,0,0,0,0,0,0,0
2021-3-3,60-69,M,2913,0,0,0,0,0,0,0
2021-3-3,70-79,F,951,0,0,0,0,0,0,0
2021-3-3,70-79,M,1430,0,0,0,0,0,0,0
2021-3-3,80 and above,F,353,0,0,0,0,0,0,0
2021-3-3,80 and above,M,395,0,0,0,0,0,0,0
2021-3-4,12月19日,F,12,0,0,0,0,0,0,0
2021-3-4,12月19日,M,10,0,0,0,0,0,0,0
2021-3-4,20-29,F,66,0,0,0,0,0,0,0
2021-3-4,20-29,M,91,0,0,0,0,0,0,0
2021-3-4,30-39,F,254,0,0,0,0,0,0,0
2021-3-4,30-39,M,251,0,0,0,0,0,0,0
2021-3-4,40-49,F,604,0,0,0,0,0,0,0
2021-3-4,40-49,M,627,0,0,0,0,0,0,0
2021-3-4,50-59,F,607,0,0,0,0,0,0,0
2021-3-4,50-59,M,847,0,0,0,0,0,0,0
2021-3-4,60-69,F,1798,0,0,0,0,0,0,0
2021-3-4,60-69,M,2585,0,0,0,0,0,0,0
2021-3-4,70-79,F,841,0,0,0,0,0,0,0
2021-3-4,70-79,M,1211,0,0,0,0,0,0,0
2021-3-4,80 and above,F,262,0,0,0,0,0,0,0
2021-3-4,80 and above,M,323,0,0,0,0,0,0,0
2021-3-5,12月19日,F,14,0,0,0,0,0,0,0
2021-3-5,12月19日,M,13,0,0,0,0,0,0,0
2021-3-5,20-29,F,72,0,0,0,0,0,0,0
2021-3-5,20-29,M,77,0,0,0,0,0,0,0
2021-3-5,30-39,F,238,0,0,0,0,0,0,0
2021-3-5,30-39,M,259,0,0,0,0,0,0,0
2021-3-5,40-49,F,622,0,0,0,0,0,0,0
2021-3-5,40-49,M,622,0,0,0,0,0,0,0
2021-3-5,50-59,F,673,0,0,0,0,0,0,0
2021-3-5,50-59,M,815,0,0,0,0,0,0,0
2021-3-5,60-69,F,1777,0,0,0,0,0,0,0
2021-3-5,60-69,M,2409,0,0,0,0,0,0,0
2021-3-5,70-79,F,818,0,0,0,0,0,0,0
2021-3-5,70-79,M,1175,0,0,0,0,0,0,0
2021-3-5,80 and above,F,247,0,0,0,0,0,0,0
2021-3-5,80 and above,M,307,0,0,0,0,0,0,0
2021-3-6,12月19日,F,13,0,0,0,0,0,0,0
2021-3-6,12月19日,M,17,0,0,0,0,0,0,0
2021-3-6,20-29,F,90,0,0,0,5,0,0,0
2021-3-6,20-29,M,131,0,0,0,10,0,0,0
2021-3-6,30-39,F,296,0,0,0,15,0,0,0
2021-3-6,30-39,M,299,0,0,0,23,0,0,0
2021-3-6,40-49,F,792,0,0,0,52,0,0,0
2021-3-6,40-49,M,920,1,0,0,44,0,0,0
2021-3-6,50-59,F,650,0,0,0,73,0,0,0
2021-3-6,50-59,M,961,0,0,0,86,0,0,0
2021-3-6,60-69,F,1785,0,0,0,9,0,0,0
2021-3-6,60-69,M,2556,0,0,0,16,0,0,0
2021-3-6,70-79,F,949,0,0,0,1,0,0,0
2021-3-6,70-79,M,1221,0,0,0,1,0,0,0
2021-3-6,80 and above,F,307,0,0,0,1,0,0,0
2021-3-6,80 and above,M,332,0,0,0,0,0,0,0
2021-3-7,12月19日,F,19,0,0,0,0,0,0,0
2021-3-7,12月19日,M,11,0,0,0,0,0,0,0
2021-3-7,20-29,F,91,0,0,0,28,0,0,0
2021-3-7,20-29,M,130,0,0,0,72,0,0,0
2021-3-7,30-39,F,211,0,0,0,63,0,0,0
2021-3-7,30-39,M,312,0,0,0,117,0,0,0
2021-3-7,40-49,F,552,0,0,0,112,0,0,0
2021-3-7,40-49,M,827,1,0,0,142,0,0,0
2021-3-7,50-59,F,417,0,0,0,132,0,0,0
2021-3-7,50-59,M,838,0,0,0,143,0,0,0
2021-3-7,60-69,F,1092,0,0,0,26,0,0,0
2021-3-7,60-69,M,1782,0,0,0,33,0,0,0
2021-3-7,70-79,F,599,0,0,0,0,0,0,0
2021-3-7,70-79,M,864,0,0,0,3,0,0,0
2021-3-7,80 and above,F,173,0,0,0,0,0,0,0
2021-3-7,80 and above,M,203,0,0,0,0,0,0,0
2021-3-8,12月19日,F,8,0,0,0,0,0,0,0
2021-3-8,12月19日,M,13,0,0,0,0,0,0,0
2021-3-8,20-29,F,64,0,0,0,34,0,0,0
2021-3-8,20-29,M,108,0,0,0,90,0,0,0
2021-3-8,30-39,F,224,0,0,0,65,0,0,0
2021-3-8,30-39,M,296,0,0,0,172,0,0,0
2021-3-8,40-49,F,609,0,0,0,95,0,0,0
2021-3-8,40-49,M,696,0,0,0,172,0,0,0
2021-3-8,50-59,F,605,0,0,0,113,0,0,0
2021-3-8,50-59,M,855,0,0,0,135,0,0,0
2021-3-8,60-69,F,1588,0,0,0,20,0,0,0
2021-3-8,60-69,M,2679,0,0,0,21,0,0,0
2021-3-8,70-79,F,634,0,0,0,3,0,0,0
2021-3-8,70-79,M,1129,0,0,0,2,0,0,0
2021-3-8,80 and above,F,164,0,0,0,1,0,0,0
2021-3-8,80 and above,M,230,0,0,0,0,0,0,0
2021-3-9,12月19日,F,7,0,0,0,0,0,0,0
2021-3-9,12月19日,M,8,0,0,0,0,0,0,0
2021-3-9,20-29,F,71,0,0,0,32,0,0,0
2021-3-9,20-29,M,108,0,0,0,44,0,0,0
2021-3-9,30-39,F,211,0,0,0,72,0,0,0
2021-3-9,30-39,M,316,0,0,0,142,0,0,0
2021-3-9,40-49,F,557,0,0,0,127,0,0,0
2021-3-9,40-49,M,725,1,0,0,140,0,0,0
2021-3-9,50-59,F,601,0,0,0,121,0,0,0
2021-3-9,50-59,M,894,0,0,0,144,0,0,0
2021-3-9,60-69,F,1291,0,0,0,19,0,0,0
2021-3-9,60-69,M,2334,0,0,0,36,0,0,0
2021-3-9,70-79,F,487,0,0,0,1,0,0,0
2021-3-9,70-79,M,871,0,0,0,0,0,0,0
2021-3-9,80 and above,F,130,0,0,0,0,0,0,0
2021-3-9,80 and above,M,186,0,0,0,0,0,0,0
2021-3-10,12月19日,F,6,0,0,0,29,0,0,0
2021-3-10,12月19日,M,15,0,0,0,42,0,0,0
2021-3-10,20-29,F,112,0,0,0,101,0,0,0
2021-3-10,20-29,M,264,0,0,0,147,0,0,0
2021-3-10,30-39,F,390,0,0,0,209,0,0,0
2021-3-10,30-39,M,729,0,0,0,467,0,0,0
2021-3-10,40-49,F,854,0,0,0,344,0,0,0
2021-3-10,40-49,M,1411,1,0,0,606,0,0,0
2021-3-10,50-59,F,786,0,0,0,256,0,0,0
2021-3-10,50-59,M,1761,0,0,0,504,0,0,0
2021-3-10,60-69,F,1122,0,0,0,742,0,0,0
2021-3-10,60-69,M,2112,0,0,0,1688,0,0,0
2021-3-10,70-79,F,420,0,0,0,268,0,0,0
2021-3-10,70-79,M,744,0,0,0,461,0,0,0
2021-3-10,80 and above,F,111,0,0,0,67,0,0,0
2021-3-10,80 and above,M,164,0,0,0,89,0,0,0
2021-3-11,12月19日,F,12,0,0,0,28,0,0,0
2021-3-11,12月19日,M,10,0,0,0,22,0,0,0
2021-3-11,20-29,F,102,0,0,0,71,0,0,0
2021-3-11,20-29,M,238,0,0,0,123,0,0,0
2021-3-11,30-39,F,309,0,0,0,212,0,0,0
2021-3-11,30-39,M,592,0,0,0,368,0,0,0
2021-3-11,40-49,F,800,0,0,0,321,0,0,0
2021-3-11,40-49,M,1062,0,0,0,531,0,0,0
2021-3-11,50-59,F,737,0,0,0,252,0,0,0
2021-3-11,50-59,M,1348,0,0,0,445,0,0,0
2021-3-11,60-69,F,1053,0,0,0,808,0,0,0
2021-3-11,60-69,M,1990,0,0,0,1641,0,0,0
2021-3-11,70-79,F,393,0,0,0,289,0,0,0
2021-3-11,70-79,M,704,0,0,0,489,0,0,0
2021-3-11,80 and above,F,101,0,0,0,76,0,0,0
2021-3-11,80 and above,M,146,0,0,0,87,0,0,0
2021-3-12,12月19日,F,9,0,0,0,43,0,0,0
2021-3-12,12月19日,M,9,0,0,0,56,0,0,0
2021-3-12,20-29,F,120,0,0,0,315,0,0,0
2021-3-12,20-29,M,189,0,0,0,407,0,0,0
2021-3-12,30-39,F,301,0,0,0,331,0,0,0
2021-3-12,30-39,M,490,0,0,0,558,0,0,0
2021-3-12,40-49,F,822,0,0,0,401,0,0,0
2021-3-12,40-49,M,1012,0,0,0,593,0,0,0
2021-3-12,50-59,F,768,0,0,0,297,0,0,0
2021-3-12,50-59,M,1344,0,0,0,507,0,0,0
2021-3-12,60-69,F,1159,0,0,0,776,0,0,0
2021-3-12,60-69,M,2111,0,0,0,1510,0,0,0
2021-3-12,70-79,F,357,0,0,0,271,0,0,0
2021-3-12,70-79,M,697,0,0,0,482,0,0,0
2021-3-12,80 and above,F,91,0,0,0,81,0,0,0
2021-3-12,80 and above,M,115,0,0,0,100,0,0,0
2021-3-13,12月19日,F,5,0,0,0,43,0,0,0
2021-3-13,12月19日,M,21,0,0,0,66,0,0,0
2021-3-13,20-29,F,143,0,0,0,264,0,0,0
2021-3-13,20-29,M,305,0,0,0,328,0,0,0
2021-3-13,30-39,F,329,0,0,0,328,0,0,0
2021-3-13,30-39,M,605,1,0,0,553,0,0,0
2021-3-13,40-49,F,808,0,0,0,503,0,0,0
2021-3-13,40-49,M,1073,0,0,0,692,0,0,0
2021-3-13,50-59,F,638,0,0,0,320,0,0,0
2021-3-13,50-59,M,1254,0,0,0,624,0,0,0
2021-3-13,60-69,F,826,0,0,0,629,0,0,0
2021-3-13,60-69,M,1487,0,0,0,1052,0,0,0
2021-3-13,70-79,F,324,0,0,0,287,0,0,0
2021-3-13,70-79,M,539,0,0,0,457,0,0,0
2021-3-13,80 and above,F,97,0,0,0,90,0,0,0
2021-3-13,80 and above,M,100,0,0,0,90,0,0,0
2021-3-14,12月19日,F,5,0,0,0,41,0,0,0
2021-3-14,12月19日,M,13,0,0,0,49,0,0,0
2021-3-14,20-29,F,107,0,0,0,157,0,0,0
2021-3-14,20-29,M,385,0,0,0,229,0,0,0
2021-3-14,30-39,F,275,0,0,0,272,0,0,0
2021-3-14,30-39,M,773,0,0,0,456,0,0,0
2021-3-14,40-49,F,685,0,0,0,368,0,0,0
2021-3-14,40-49,M,1417,0,0,0,591,0,0,0
2021-3-14,50-59,F,507,0,0,0,266,0,0,0
2021-3-14,50-59,M,1292,0,0,0,636,0,0,0
2021-3-14,60-69,F,499,0,0,0,567,0,0,0
2021-3-14,60-69,M,1267,0,0,0,1218,0,0,0
2021-3-14,70-79,F,233,0,0,0,239,0,0,0
2021-3-14,70-79,M,365,0,0,0,428,0,0,0
2021-3-14,80 and above,F,53,0,0,0,77,0,0,0
2021-3-14,80 and above,M,64,0,0,0,86,0,0,0
2021-3-15,12月19日,F,3,0,0,0,40,0,0,0
2021-3-15,12月19日,M,6,0,0,0,40,0,0,0
2021-3-15,20-29,F,132,0,0,0,236,0,0,0
2021-3-15,20-29,M,266,0,0,0,238,0,0,0
2021-3-15,30-39,F,390,0,0,0,313,0,0,0
2021-3-15,30-39,M,571,0,0,0,559,0,0,0
2021-3-15,40-49,F,918,0,0,0,375,0,0,0
2021-3-15,40-49,M,992,0,0,0,602,0,0,0
2021-3-15,50-59,F,715,0,0,0,297,0,0,0
2021-3-15,50-59,M,1276,0,0,0,600,0,0,0
2021-3-15,60-69,F,954,0,0,0,709,0,0,0
2021-3-15,60-69,M,1698,0,0,0,1489,0,0,0
2021-3-15,70-79,F,297,0,0,0,263,0,0,0
2021-3-15,70-79,M,592,0,0,0,465,0,0,0
2021-3-15,80 and above,F,63,0,0,0,82,0,0,0
2021-3-15,80 and above,M,93,0,0,0,89,0,0,0
2021-3-16,12月19日,F,10,0,0,0,42,0,0,0
2021-3-16,12月19日,M,7,0,0,0,58,0,0,0
2021-3-16,20-29,F,131,0,0,0,330,0,0,0
2021-3-16,20-29,M,228,0,0,0,530,0,0,0
2021-3-16,30-39,F,615,0,0,0,819,0,0,0
2021-3-16,30-39,M,621,0,0,0,1550,0,0,0
2021-3-16,40-49,F,1298,0,0,0,1021,0,0,0
2021-3-16,40-49,M,1099,0,0,0,1851,0,0,0
2021-3-16,50-59,F,1165,0,0,0,801,0,0,0
2021-3-16,50-59,M,1595,0,0,0,1811,0,0,0
2021-3-16,60-69,F,891,0,0,0,1024,0,0,0
2021-3-16,60-69,M,1583,0,0,0,2049,0,0,0
2021-3-16,70-79,F,275,0,0,0,335,0,0,0
2021-3-16,70-79,M,551,0,0,0,662,0,0,0
2021-3-16,80 and above,F,71,0,0,0,114,0,0,0
2021-3-16,80 and above,M,87,0,0,0,102,0,0,0
2021-3-17,12月19日,F,12,0,0,0,45,0,0,0
2021-3-17,12月19日,M,9,0,0,0,67,0,0,0
2021-3-17,20-29,F,214,0,0,0,299,0,0,0
2021-3-17,20-29,M,245,0,0,0,482,0,0,0
2021-3-17,30-39,F,1128,1,0,0,713,0,0,0
2021-3-17,30-39,M,1087,0,0,0,1159,0,0,0
2021-3-17,40-49,F,1827,0,0,0,923,0,0,0
2021-3-17,40-49,M,1665,0,0,0,1506,0,0,0
2021-3-17,50-59,F,1655,0,0,0,720,0,0,0
2021-3-17,50-59,M,2313,0,0,0,1477,0,0,0
2021-3-17,60-69,F,775,0,0,0,961,0,0,0
2021-3-17,60-69,M,1401,0,0,0,1827,0,0,0
2021-3-17,70-79,F,263,0,0,0,352,0,0,0
2021-3-17,70-79,M,483,0,0,0,616,0,0,0
2021-3-17,80 and above,F,66,0,0,0,96,0,0,0
2021-3-17,80 and above,M,104,0,0,0,109,0,0,0
2021-3-18,12月19日,F,13,0,0,0,29,0,0,0
2021-3-18,12月19日,M,10,0,0,0,51,0,0,0
2021-3-18,20-29,F,203,0,0,0,320,0,0,0
2021-3-18,20-29,M,262,1,0,0,446,0,0,0
2021-3-18,30-39,F,1015,0,0,0,727,0,0,0
2021-3-18,30-39,M,862,0,0,0,1103,0,0,0
2021-3-18,40-49,F,1763,0,0,0,944,0,0,0
2021-3-18,40-49,M,1389,0,0,0,1396,0,0,0
2021-3-18,50-59,F,1468,0,0,0,652,0,0,0
2021-3-18,50-59,M,1965,0,0,0,1293,0,0,0
2021-3-18,60-69,F,777,0,0,0,1004,0,0,0
2021-3-18,60-69,M,1313,0,0,0,1735,0,0,0
2021-3-18,70-79,F,210,0,0,0,326,0,0,0
2021-3-18,70-79,M,475,0,0,0,569,0,0,0
2021-3-18,80 and above,F,53,0,0,0,78,0,0,0
2021-3-18,80 and above,M,70,0,0,0,105,0,0,0
2021-3-19,12月19日,F,11,0,0,0,165,0,0,0
2021-3-19,12月19日,M,9,0,0,0,184,0,0,0
2021-3-19,20-29,F,208,0,0,0,413,0,0,0
2021-3-19,20-29,M,250,0,0,0,464,0,0,0
2021-3-19,30-39,F,1098,0,0,0,1567,0,0,0
2021-3-19,30-39,M,883,0,0,0,2122,0,0,0
2021-3-19,40-49,F,1732,0,0,0,1897,0,0,0
2021-3-19,40-49,M,1380,0,0,0,2534,0,0,0
2021-3-19,50-59,F,1512,0,0,0,1323,0,0,0
2021-3-19,50-59,M,1961,0,0,0,2092,0,0,0
2021-3-19,60-69,F,708,0,0,0,794,0,0,0
2021-3-19,60-69,M,1247,0,0,0,1314,0,0,0
2021-3-19,70-79,F,214,0,0,0,293,0,0,0
2021-3-19,70-79,M,433,0,0,0,484,0,0,0
2021-3-19,80 and above,F,60,0,0,0,81,0,0,0
2021-3-19,80 and above,M,90,0,0,0,82,0,0,0
2021-3-20,12月19日,F,15,0,0,0,103,0,0,0
2021-3-20,12月19日,M,19,0,0,0,143,0,0,0
2021-3-20,20-29,F,266,0,0,0,399,0,0,0
2021-3-20,20-29,M,344,0,0,0,466,0,0,0
2021-3-20,30-39,F,1095,0,0,0,1575,0,0,0
2021-3-20,30-39,M,1080,1,0,0,1973,0,0,0
2021-3-20,40-49,F,1643,0,0,0,1901,0,0,0
2021-3-20,40-49,M,1546,0,0,0,2265,0,0,0
2021-3-20,50-59,F,1301,0,0,0,1349,0,0,0
2021-3-20,50-59,M,1803,0,0,0,1919,0,0,0
2021-3-20,60-69,F,596,0,0,0,774,0,0,0
2021-3-20,60-69,M,910,0,0,0,1145,0,0,0
2021-3-20,70-79,F,231,0,0,0,358,0,0,0
2021-3-20,70-79,M,345,0,0,0,475,0,0,0
2021-3-20,80 and above,F,61,0,0,0,102,0,0,0
2021-3-20,80 and above,M,69,0,0,0,96,0,0,0
2021-3-21,12月19日,F,6,0,0,0,116,0,0,0
2021-3-21,12月19日,M,14,0,0,0,132,0,0,0
2021-3-21,20-29,F,148,0,0,0,374,0,0,0
2021-3-21,20-29,M,385,0,0,0,438,0,0,0
2021-3-21,30-39,F,701,0,0,0,1727,0,0,0
2021-3-21,30-39,M,995,0,0,0,2066,0,0,0
2021-3-21,40-49,F,1272,0,0,0,1813,0,0,0
2021-3-21,40-49,M,1482,0,0,0,2424,0,0,0
2021-3-21,50-59,F,826,0,0,0,1203,0,0,0
2021-3-21,50-59,M,1530,0,0,0,1980,0,0,0
2021-3-21,60-69,F,404,0,0,0,558,0,0,0
2021-3-21,60-69,M,875,0,0,0,1098,0,0,0
2021-3-21,70-79,F,135,0,0,0,298,0,0,0
2021-3-21,70-79,M,241,0,0,0,386,0,0,0
2021-3-21,80 and above,F,27,0,0,0,56,0,0,0
2021-3-21,80 and above,M,43,0,0,0,67,0,0,0
2021-3-22,12月19日,F,5,0,0,0,82,0,0,0
2021-3-22,12月19日,M,9,0,0,0,91,0,0,0
2021-3-22,20-29,F,169,0,0,0,378,0,0,0
2021-3-22,20-29,M,193,0,0,0,432,0,0,0
2021-3-22,30-39,F,857,0,0,0,1735,0,0,0
2021-3-22,30-39,M,703,1,0,0,2005,1,0,0
2021-3-22,40-49,F,1522,0,0,0,1941,0,0,0
2021-3-22,40-49,M,1088,10,0,0,2257,0,0,0
2021-3-22,50-59,F,1246,1,0,0,1379,0,0,0
2021-3-22,50-59,M,1665,10,0,0,2100,0,0,0
2021-3-22,60-69,F,683,5,0,0,719,0,0,0
2021-3-22,60-69,M,1190,7,0,0,1212,0,0,0
2021-3-22,70-79,F,247,1,0,0,231,0,0,0
2021-3-22,70-79,M,416,7,0,0,392,0,0,0
2021-3-22,80 and above,F,49,0,0,0,57,0,0,0
2021-3-22,80 and above,M,86,0,0,0,73,0,0,0
2021-3-23,12月19日,F,7,0,0,0,100,0,0,0
2021-3-23,12月19日,M,9,1,0,0,92,0,0,0
2021-3-23,20-29,F,175,3,0,0,386,0,0,0
2021-3-23,20-29,M,206,4,0,0,380,0,0,0
2021-3-23,30-39,F,721,9,0,0,1738,0,0,0
2021-3-23,30-39,M,571,26,0,0,1884,0,0,0
2021-3-23,40-49,F,1371,18,0,0,1992,0,0,0
2021-3-23,40-49,M,956,51,0,0,2111,0,0,0
2021-3-23,50-59,F,1100,15,0,0,1382,0,0,0
2021-3-23,50-59,M,1429,66,0,0,1999,0,0,0
2021-3-23,60-69,F,657,43,0,0,686,0,0,0
2021-3-23,60-69,M,1180,107,0,0,1059,0,0,0
2021-3-23,70-79,F,170,20,0,0,186,0,0,0
2021-3-23,70-79,M,381,21,0,0,325,0,0,0
2021-3-23,80 and above,F,33,5,0,0,44,0,0,0
2021-3-23,80 and above,M,51,6,0,0,56,0,0,0
2021-3-24,12月19日,F,3,0,0,0,1,0,0,0
2021-3-24,12月19日,M,7,0,0,0,3,0,0,0
2021-3-24,20-29,F,166,0,0,0,19,0,0,0
2021-3-24,20-29,M,230,0,0,0,18,0,0,0
2021-3-24,30-39,F,749,0,0,0,157,0,0,0
2021-3-24,30-39,M,543,2,0,0,163,0,0,0
2021-3-24,40-49,F,1336,4,0,0,180,0,0,0
2021-3-24,40-49,M,980,7,0,0,211,0,0,0
2021-3-24,50-59,F,1020,7,0,0,85,0,0,0
2021-3-24,50-59,M,1309,4,0,0,118,0,0,0
2021-3-24,60-69,F,579,4,0,0,35,0,0,0
2021-3-24,60-69,M,1082,2,0,0,55,0,0,0
2021-3-24,70-79,F,176,0,0,0,11,0,0,0
2021-3-24,70-79,M,363,2,0,0,16,0,0,0
2021-3-24,80 and above,F,47,0,0,0,4,0,0,0
2021-3-24,80 and above,M,72,0,0,0,5,0,0,0
2021-3-25,12月19日,F,11,0,0,0,0,0,0,0
2021-3-25,12月19日,M,16,0,0,0,0,0,0,0
2021-3-25,20-29,F,169,0,0,0,0,0,0,0
2021-3-25,20-29,M,214,1,0,0,0,0,0,0
2021-3-25,30-39,F,734,0,0,0,0,0,0,0
2021-3-25,30-39,M,529,3,0,0,0,0,0,0
2021-3-25,40-49,F,1324,3,0,0,0,0,0,0
2021-3-25,40-49,M,895,4,0,0,0,0,0,0
2021-3-25,50-59,F,1002,3,0,0,0,0,0,0
2021-3-25,50-59,M,1257,7,0,0,0,0,0,0
2021-3-25,60-69,F,492,1,0,0,0,0,0,0
2021-3-25,60-69,M,957,3,0,0,0,0,0,0
2021-3-25,70-79,F,180,1,0,0,0,0,0,0
2021-3-25,70-79,M,317,2,0,0,0,0,0,0
2021-3-25,80 and above,F,42,0,0,0,0,0,0,0
2021-3-25,80 and above,M,53,0,0,0,0,0,0,0
2021-3-26,12月19日,F,12,10,0,0,0,0,0,0
2021-3-26,12月19日,M,9,6,0,0,0,0,0,0
2021-3-26,20-29,F,210,38,0,0,0,0,0,0
2021-3-26,20-29,M,271,39,0,0,0,0,0,0
2021-3-26,30-39,F,790,84,0,0,0,0,0,0
2021-3-26,30-39,M,550,124,0,0,0,0,0,0
2021-3-26,40-49,F,1355,260,0,0,0,0,0,0
2021-3-26,40-49,M,933,349,0,0,0,0,0,0
2021-3-26,50-59,F,1043,266,0,0,0,0,0,0
2021-3-26,50-59,M,1225,461,0,0,0,0,0,0
2021-3-26,60-69,F,567,813,0,0,0,0,0,0
2021-3-26,60-69,M,928,1756,0,0,0,0,0,0
2021-3-26,70-79,F,188,304,0,0,0,0,0,0
2021-3-26,70-79,M,338,450,0,0,0,0,0,0
2021-3-26,80 and above,F,41,123,0,0,0,0,0,0
2021-3-26,80 and above,M,59,115,0,0,0,0,0,0
2021-3-27,12月19日,F,12,18,0,0,0,0,0,0
2021-3-27,12月19日,M,21,14,0,0,0,0,0,0
2021-3-27,20-29,F,194,59,0,0,0,0,0,0
2021-3-27,20-29,M,256,122,0,0,0,0,0,0
2021-3-27,30-39,F,762,157,0,0,0,0,0,0
2021-3-27,30-39,M,627,240,0,0,0,0,0,0
2021-3-27,40-49,F,1203,418,0,0,0,0,0,0
2021-3-27,40-49,M,948,717,0,0,0,0,0,0
2021-3-27,50-59,F,960,377,0,0,0,0,0,0
2021-3-27,50-59,M,1215,817,0,0,0,0,0,0
2021-3-27,60-69,F,425,708,0,0,0,0,0,0
2021-3-27,60-69,M,643,1388,0,0,0,0,0,0
2021-3-27,70-79,F,143,418,0,0,0,0,0,0
2021-3-27,70-79,M,232,539,0,0,0,0,0,0
2021-3-27,80 and above,F,36,179,0,0,0,0,0,0
2021-3-27,80 and above,M,55,137,0,0,0,0,0,0
2021-3-28,12月19日,F,5,7,0,0,0,0,0,0
2021-3-28,12月19日,M,11,13,0,0,0,0,0,0
2021-3-28,20-29,F,129,44,0,0,0,0,0,0
2021-3-28,20-29,M,315,94,0,0,0,0,0,0
2021-3-28,30-39,F,570,140,0,0,0,0,0,0
2021-3-28,30-39,M,680,286,0,0,0,0,0,0
2021-3-28,40-49,F,988,388,0,0,0,0,0,0
2021-3-28,40-49,M,1052,829,0,0,0,0,0,0
2021-3-28,50-59,F,642,322,0,0,0,0,0,0
2021-3-28,50-59,M,1177,897,0,0,0,0,0,0
2021-3-28,60-69,F,262,759,0,0,0,0,0,0
2021-3-28,60-69,M,548,1555,0,0,0,0,0,0
2021-3-28,70-79,F,74,402,0,0,0,0,0,0
2021-3-28,70-79,M,138,522,0,0,0,0,0,0
2021-3-28,80 and above,F,22,146,0,0,0,0,0,0
2021-3-28,80 and above,M,22,135,0,0,0,0,0,0
2021-3-29,12月19日,F,13,5,0,0,0,0,0,0
2021-3-29,12月19日,M,8,7,0,0,0,0,0,0
2021-3-29,20-29,F,142,31,0,0,0,0,0,0
2021-3-29,20-29,M,199,57,0,0,0,0,0,0
2021-3-29,30-39,F,690,84,0,0,0,0,0,0
2021-3-29,30-39,M,480,194,0,0,0,0,0,0
2021-3-29,40-49,F,1195,305,0,0,0,0,0,0
2021-3-29,40-49,M,747,613,0,0,0,0,0,0
2021-3-29,50-59,F,986,274,0,0,0,0,0,0
2021-3-29,50-59,M,1093,647,0,0,0,0,0,0
2021-3-29,60-69,F,292,870,0,0,0,0,0,0
2021-3-29,60-69,M,458,1927,0,0,0,0,0,0
2021-3-29,70-79,F,96,294,0,0,0,0,0,0
2021-3-29,70-79,M,168,534,0,0,0,0,0,0
2021-3-29,80 and above,F,16,106,0,0,0,0,0,0
2021-3-29,80 and above,M,35,105,0,0,0,0,0,0
2021-3-30,12月19日,F,10,6,0,0,0,0,0,0
2021-3-30,12月19日,M,3,6,0,0,0,0,0,0
2021-3-30,20-29,F,141,59,0,0,0,0,0,0
2021-3-30,20-29,M,145,42,0,0,0,0,0,0
2021-3-30,30-39,F,630,165,0,0,0,0,0,0
